SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
POL,1218,150,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Global",POL 150 - COMPARATIVE POLITICS,"Introduces students to some of the most important concepts, themes and approaches in the comparative study of politics. Comparative Politics is the study of the domestic or internal politics of particular countries. By comparing the processes, institutions and other political phenomena of one country in relation to others, those engaged in the study of comparative politics isolate the primary causes and consequences of these political phenomena and are thus able to create and test theories of politics around the world.",1,,Spring
POL,1218,200,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Quantitative Reasoning",POL 200 - POLITICAL ANALYSIS,"The course familiarizes students with the basic statistical, conceptual, and technical skills needed for research in political science.  Topics include research design, hypothesis testing, statistical methodology common in the social sciences, and practical experience examining and analyzing quantitative data.  This course provides students hands-on training with Stata, a commonly used statistical software package. Should normally be completed by the end of the sophomore year prior to taking POL 390.",1,,Fall and Spring
POL,1218,250,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Global",POL 250 - POLITICS & SOCIETY IN DEVELOPING COUNTRIES,"Examines political trends, patterns, and variations in the developing world, drawing examples from countries throughout Africa, Asia, Latin America and the Middle East. Primary questions include colonialism's impact the future political, economic and social development, strong versus weak states and regimes, and role of identity politics in these countries. The latter part of the course examines politics in four specific countries: Brazil, India, Nigeria and South Korea.",1,,Fall
POL,1218,270,UGRD,Liberal Learning Civic Resp.,Race & Ethnicity,POL 270 - TOPICS IN POLITICAL SCIENCE,Current or specialized topic proposed by faculty or students and approved by the department. The course may be taken for credit several times if content differs each time.,1,,Occasionally
POL,1218,275,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|World Views & Ways of Knowing",POL 275 - WESTERN POLITICAL PHILOSOPHY,Selected political questions that have intrigued Western society from time immemorial and theoretical solutions presented by some of the great political philosophers from classical Greece to the modern era.,1,,Spring
POL,1218,365,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Social Change in Historical Perspectives",POL 365 - ORIGINS OF THE U.S. CONSTITUTION,"An examination of the political theories, people, social and economic forces, events, and political context that influenced the framing and ratification of the U.S.  Constitution and Bill of Rights.",1,,Fall
POL,1218,390,UGRD,Writing Intensive,Writing Intensive,POL 390 - TUTORIAL IN POLITICAL SCIENCE,"An intensive study under close faculty supervision of a particular topic or problem in political science through extensive readings, class discussions and the sequential development of different components of a research paper.  Emphasis on the development of the student's depth of knowledge and understanding of scholarly issues through a close professional relationship between tutor and student.  The topics of the class vary by instructor.",1,"PRE: Junior status, POL 200, and completion of WRI102, if required",Fall and Spring
POL,1218,498,UGRD,Writing Intensive,Writing Intensive,POL 498 - SEMINAR IN POLITICAL SCIENCE,Advanced study through individual research and formal seminar reports on topics of special interest to seminar participants.  May be repeated for credit.,1,POL 390 is a prerquisite.,Fall and Spring
PSY,1218,101,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives",PSY 101 - GENERAL PSYCHOLOGY,"Psychology Core Course.  Introduction to major topics in psychology, including biopsychology, development, cognition, counseling-clinical psychology, social psychology, and psychology in industrial/organizational settings.",1,,Fall and Spring
PSY,1218,121,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives",PSY 121 - METHODS AND TOOLS OF PSYCHOLOGY,"Methods and Tools of Psychology introduces students to asking and answering questions from a psychological perspective. The primary aim of PSY 121 is to teach students to be consumers of psychological science. It is an experiential course in which students focus on learning the basics of creating and evaluating knowledge in psychology. Students learn to appreciate the strengths as well as to understand the limitations of various research methods. Students will read research articles, formulate hypotheses, interpret data, and learn to write according to APA style.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,1218,203,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Quantitative Reasoning",PSY 203 - DESIGN AND STATISTICAL ANALYSIS,"Psychology Core Course. The purpose of this course is to bridge basic knowledge of scientific inquiry, gained through PSY 121: 'Methods and Tools', and more complex applications of scientific inquiry, which is the major goal of PSY 299:  'Research Seminar'. This course will provide knowledge of basic designs, design issues, data analysis including theoretical and practical knowledge, and communication/interpretation of results.",1,Reserved for Psychology Majors; PSY 121 is a prerequisite [RQ696],Fall and Spring
PSY,1218,212,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives",PSY 212 - BIOPSYCHOLOGY,"Psychology Foundation Course. Explores biological influences on human behavior. Topics include sensation, sleep, hunger, sexual behaviors, memory, attention, movement, fear, stress, aggression, depression, obsessive-compulsive disorder, and schizophrenia. Students learn how neurotransmitters and hormones influence behavior, and how these effects are modified by drugs.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,1218,213,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives",PSY 213 - LEARNING AND MEMORY,"Psychology Foundation Course. Applies the principles of learning and memory to behavioral change in animal and human situations.  Following the course, students will be prepared to conduct group research and to prepare reports on topics that pertain to learning and memory, as well as to explore more specific topics in courses including Cognitive Seminar, Memory, and Applied Behavior Analysis.",1,PSY 101 is a prerequisite. [RQ614],Course is offered once a year.
PSY,1218,214,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives",PSY 214 - COGNITIVE PSYCHOLOGY,"Psychology Foundation Course.  This course introduces students to cognitive science. Major topics include the neural basis of cognitive processes, the nature of consciousness, visual pattern recognition, attention, memory acquisition, encoding and retrieval errors, associative networks, semantic knowledge, language, decision-making, and problem solving.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
