SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES_CIV,CLASS_ATTRIBUTE_VALUES_DOM,CLASS_ATTRIBUTE_VALUES_INT,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
HES,Spring 2022,497,UGRD,Writing Intensive,,,Writing Intensive,HES 497 - RESEARCH SEM IN HLTH & EXER SCI,"This course is designed to provide an in-depth discussion on a broad range of topic areas including sports nutrition and supplementation, pharmacological interventions in sport, environmental physiology, hydration issues, endocrine factors, and overtraining.  In addition, the course will have the flexibility to focus on other relevant topic areas that may arise in the field.",1,,Fall and Spring
HES,Spring 2022,498,UGRD,Writing Intensive,,,Writing Intensive,HES 498 - RESEARCH SEMINAR IN HEALTH AND PHYSICAL EDUCATION,"Primary focus on the connection between teaching and student learning. Additional contenct addresses program organization and administration in health and physical education. Legal foundations, personnel functions, budget and finance, facilities and equipment, public relations, and professional organizations discussed. Job seeking strategies, resume building, and interviewing.",1,HES 490 is a corequisite. Reserved for Health and Physical Education Teacher candidates with a 3.0 GPA or better.  [RQ1220],Fall and Spring
HGS,Spring 2022,200,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,HGS 200 - GENOCIDE & HUMAN RIGHTS,"This course is designed to provide students with an intensive, multidisciplinary introduction to human rights. We will examine the topic of human rights from philosophical, historical, legal, political, and multicultural perspectives. The special focus of this course will be on the most heinous of all human rights crimes-genocide. The course will also provide an introduction to genocide studies and will examine the debate over the prevention of genocide, ethnic cleansing, and other mass atrocities.",1,,Occasionally
HGS,Spring 2022,210,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Behavioral, Social or Cultural Perspectives",,HGS 210 - NON-VIOLENCE AND PEACE ACTION,"HGS 210 offers an overview of key areas of theory and practice in Peace and Justice Studies, a growing interdisciplinary field with applications from the local community to international relations. Aimed at achieving social transformation through active nonviolence, peace studies promotes in-depth understanding of structures that promote and perpetuate violence and offers methods for transforming the terms of conflict.",1,,Fall and Spring
HGS,Spring 2022,370,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,HGS 370 - SPECIAL TOPICS,,1,,Occasionally
HIS,Spring 2022,100,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,Social Change in Historical Perspectives,,HIS 100 - TOPICS: ANCIENT/MEDIEVAL WORLD,Focuses on differing topics of historical significance having to do with Ancient history or Medieval European history. This course may be repeated for credit when the topic changes.,1,,Fall and Spring
HIS,Spring 2022,108,UGRD,Liberal Learning Domains,,Social Change in Historical Perspectives,,HIS 108 - LATE ANTIQUITY,"Tracing the breakdown of Mediterranean unity and the emergence of the multicultural-religious world of the 5th to 10th centuries as the European, West Asian, and North African hinterlands interact.",1,,Fall and Spring
HIS,Spring 2022,130,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,Social Change in Historical Perspectives,,HIS 130 - TOPICS: ASIA/EURASIA/MID. EAST,Focuses on differing topics of historical significance having to do with Eurasia and the Middle East. This course may be repeated for credit when the topic changes.,1,,Fall and Spring
HIS,Spring 2022,165,UGRD,Liberal Learning Domains,,Social Change in Historical Perspectives,,HIS 165 - TOPICS: NORTH AMERICA/US,Focuses on differing topics of historical significance having to do with North America and the United States.  This course may be repeated for credit when the topic changes.  May fulfill departmental distribution requirements.,1,,Fall and Spring
HIS,Spring 2022,177,UGRD,Liberal Learning Domains,,Social Change in Historical Perspectives,,HIS 177 - 20TH CENTURY US,"This course offers a concise overview of the United States in the 20th century.  It examines the social and economic forces that define America culture and politics, as well as the nation's shift from a Eurocentric focus to globalism.",1,,Fall and Spring
HIS,Spring 2022,187,UGRD,Liberal Learning Domains,,Social Change in Historical Perspectives,,HIS 187 - TOPICS: WORLD HISTORY,Focuses on differing topics of historical significance having to do with world history.  This course may be repeated for credit when the topic changes.  May fulfill departmental distribution requirements.,1,,Fall and Spring
HIS,Spring 2022,190,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Race & Ethnicity,Social Change in Historical Perspectives,,HIS 190 - US RACE RELATIONS,"History of race relations in the United States, placing the concept of race within the context of America's economic, cultural, social, and political development.  The course treats the concept of race as an open-ended question and traces it across class, ethnic, geographic, and temporal boundaries in the U.S.",1,,Occasionally
HIS,Spring 2022,198,UGRD,Liberal Learning Domains,,Social Change in Historical Perspectives,,HIS 198 - TEACHING AMERICAN HISTORY AND GEOGRAPHY,"This course provides students with content background in American history, acting a broad survey that addresses basic topics that are typically taught in primary school social studies.  It uses various pedagogical strategies to model creative ways to   teach American history and geography and is intended to provide prospective teachers (particularly at the primary school level) with background in both content and methods relevant to their future work in schools.",1,,Fall and Spring
HIS,Spring 2022,210,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,Social Change in Historical Perspectives,,HIS 210 - THE CRAFT OF HISTORY,"The course will provide history students with the basic intellectual and hands-on tools for the study of history. This will include the study of historiography, theory, and methodology for the better understanding of  the subject. Understanding these issues will provide students the necessary techniques for historical research and knowledge that they will use in their future studied and teaching of history.",1,Reserved for History Majors [RQ671],Fall and Spring
HIS,Spring 2022,220,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,Social Change in Historical Perspectives,,HIS 220 - EARLY WORLD HISTORY & GEOGRAPHY,This course provides an introduction to the history of human societies from earliest times to 1500.  Topics vary by section.  Check the topic list for each section to determine the focus of the course.,1,"HIS 210 is a prerequisite, or by permission of Department Chair. [RQ#5886]","Fall, Spring and Summer"
HIS,Spring 2022,260,UGRD,Liberal Learning Domains,,Social Change in Historical Perspectives,,HIS 260 - THEMES IN AMERICAN HISTORY,Focuses on differing topics of historical significance having to do with North America and the United States. This course may be repeated for credit when the topic changes.,1,Reserved for History Majors [RQ671],Fall and Spring
